Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,263,826.75600E-003,293.54300E-006,242.68844E-006
1,1,264,831.41900E-003,333.29500E-006,277.10780E-006
1,1,265,836.11900E-003,371.56600E-006,310.67339E-006
1,1,266,840.81800E-003,374.08800E-006,314.53992E-006
1,1,267,845.47700E-003,393.16000E-006,332.40774E-006
1,1,268,850.16300E-003,449.37100E-006,382.03860E-006
1,1,269,854.85800E-003,474.50900E-006,405.63781E-006
1,1,270,859.53300E-003,470.67700E-006,404.56241E-006
1,1,271,864.19400E-003,503.44800E-006,435.07674E-006
1,1,272,868.90200E-003,559.57800E-006,486.21844E-006
1,1,273,873.60300E-003,576.89600E-006,503.97808E-006
1,1,274,878.25600E-003,580.84200E-006,510.12797E-006
1,1,275,882.91300E-003,624.06400E-006,550.99422E-006
1,1,276,887.63200E-003,671.85300E-006,596.35822E-006
1,1,277,892.32700E-003,678.46300E-006,605.41085E-006
1,1,278,896.99200E-003,697.10900E-006,625.30120E-006
1,1,279,901.65500E-003,755.30100E-006,681.02092E-006
1,1,280,906.34700E-003,791.30000E-006,717.19238E-006
1,1,281,911.05300E-003,788.34500E-006,718.22408E-006
1,1,282,915.71500E-003,815.92500E-006,747.15476E-006
1,1,283,920.38900E-003,882.91400E-006,812.62433E-006
1,1,284,925.10400E-003,902.03500E-006,834.47619E-006
1,1,285,929.76600E-003,908.08300E-006,844.30470E-006
1,1,286,934.42400E-003,958.34900E-006,895.50431E-006
1,1,287,939.13100E-003,1.00730E-003,945.98290E-006
1,1,288,943.82900E-003,1.01506E-003,958.03929E-006
1,1,289,948.49100E-003,1.03471E-003,981.41028E-006
1,1,290,953.19200E-003,1.09929E-003,1.04783E-003
1,1,291,957.85700E-003,1.09522E-003,1.04906E-003
1,1,292,962.51500E-003,1.14284E-003,1.10000E-003
1,1,293,967.22400E-003,1.19914E-003,1.15984E-003
1,1,294,971.93300E-003,1.20964E-003,1.17569E-003
1,1,295,976.59000E-003,1.22777E-003,1.19903E-003
1,1,296,981.25300E-003,1.28735E-003,1.26322E-003
1,1,297,985.94900E-003,1.33250E-003,1.31378E-003
1,1,298,990.65000E-003,1.33007E-003,1.31763E-003
1,1,299,995.31600E-003,1.36028E-003,1.35391E-003
1,1,300,999.98800E-003,1.43459E-003,1.43457E-003
